Movie Title,Movie URL,Synopsis
Very Bad Things,https://imsdb.com/Movie Scripts/Very Bad Things Script.html,"A couple of days before his wedding with Laura Garrety, Kyle Fisher travels to Las Vegas for a bachelor party with his friends Charles Moore, Robert Boyd, Michael Berkow and his brother Adam Berkow in his minivan. They go to an apartment in the hotel and get crazy drinking booze and using cocaine. When the stripper Tina comes to their room, she teases the friends and Michael goes with her to the bathroom to have sex. The prostitute hits the hanger for towel with her nape and she dies. The group panics, but Boyd convinces his friends to bury the woman in the desert. However one security guard comes to the room because of the noise and he glances at the dead body. He wants to call the police and Boyd stabs him to death. Then they clean the room and bury the bodies in the desert. They return home and Adam freaks out with the situation, causing an accident with his wife Lois Berkow and children. Meanwhile Laura organizes the wedding party and during the rehearsal, Michael and Adam have a serious argument and Michael decides to hit the minivan of his brother. Adam tries to protect his minivan and is accidentally killed by his brother. Soon Lois finds a note written by Adam and presses the group to know what happened in Vegas. What will happen to them?—Claudio Carvalho, Rio de Janeiro, Brazil"
"Village, The","https://imsdb.com/Movie Scripts/Village, The Script.html","M Night Shyamalan's The Village revolves around a desolate town in Pennsylvania. The residents of this town live by strict rules - They are not to leave the village or the monsters beyond their boundaries will surely attack them. Lucius and Ivy have an attraction - a strong one. But when Noah - a man with an intellectual disability and who also has feelings for Ivy, finds out that the two are In love, Noah attacks Lucius. He will die if brave Ivy (who is blind) does not breach the borders and find help to save Lucius.—Erin Foster"
Virtuosity,https://imsdb.com/Movie Scripts/Virtuosity Script.html,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers. LETAC would like to train police officers by putting them in VR with SID, but they must prove the concept by using prisoners as test subjects. One such prisoner is ex-cop Parker Barnes. When SID manages to inject his personality into a nano-machine android, it appears that Barnes might be the only one who can stop him.—Murray Chapman <muzzle@cs.uq.oz.au>"
"Visitor, The","https://imsdb.com/Movie Scripts/Visitor, The Script.html",
Wag the Dog,https://imsdb.com/Movie Scripts/Wag the Dog Script.html,"After being caught in a scandalous situation days before the election, the president does not seem to have much of a chance of being re-elected. One of his advisers contacts a top Hollywood producer in order to manufacture a war in Albania that the president can heroically end, all through mass media.—Christy"
"Walk to Remember, A","https://imsdb.com/Movie Scripts/Walk to Remember, A Script.html","Love and loss throughout two very young lives. Landon Carter and Jamie Sullivan - two people who find themselves unexpectedly thrown together after a practical joke between Landon and his friends which leaves a boy in hospital. As punishment Landon is forced to partake in some after school activities including the spring play. The truth of the matter is Landon can't act, so he acquires the help of the beautiful but some what invisible Jamie. You see Jamie doesn't need to be noticed, she is quiet and keeps her self to her self most of the time, Landon and his friends always make fun of Jamie as if it is a day to day task, but one day Landon brings up the courage to ask for her help with his lines. Through trials and tribulations leading up to this play Land some how falls in love with the beautiful minister's daughter. Abandoning his friends to be with her Landon shares a true love with the girl, but a heart breaking secret lies between the couple. Can they save their relationship and make all their dreams come true?—Lisa Fearon"
Walking Tall,https://imsdb.com/Movie Scripts/Walking Tall Script.html,"The hard-boiled former U.S. Special Forces veteran and decorated sergeant, Chris Vaughn, is in for a rude awakening, as his peaceful hometown has changed radically. With the old cedar mill gone out of business for good--and a garish gambling house opened instead, promoting drugs and violence thanks to his old high-school nemesis, Jay Hamilton--Chris will have no other choice but to take matters into his own hands as the town's new sheriff. Now, Jay's murderous henchmen have no place to hide--and with a primitive and lethally efficient four-by-four fence post as his weapon of choice--Chris is determined to clean up the vice and the corruption in his beloved birthplace. Who will dare to stop Chris, the furious one-man-army?—Nick Riganas"
Wall Street,https://imsdb.com/Movie Scripts/Wall Street Script.html,"Jordan Belfort (DiCaprio) is Long Island penny stockbroker who serves almost two years in prison for refusing to co-operate in a huge 1990s securities fraud case that involved widespread corruption on Wall Street and in the corporate banking world, including mob infiltration."
Wall Street: Money Never Sleeps,https://imsdb.com/Movie Scripts/Wall Street: Money Never Sleeps Script.html,"In 2001, corporate raider Gordon Gecko completes a prison sentence for money laundering. No one is there to meet him. Jump seven years: Gecko is promoting his book, his estranged daughter Winnie is a political muckraker engaged to Jake Moore, a hot-shot Wall Street trader, and an old nemesis of Gecko's, Bretton James, devours the firm Jake works for. When Jake's mentor takes his life, Jake wants revenge and Gordon may be the perfect ally. With the fiscal crisis of September 2008 as background, can Jake maintain Winnie's love, broker a rapprochement with her father, get his revenge, and find funds for a green-energy project he champions; or will greed trump all?—<jhailey@hotmail.com>"
Wall-E,https://imsdb.com/Movie Scripts/Wall-E Script.html,"Jordan Belfort (DiCaprio) is Long Island penny stockbroker who serves almost two years in prison for refusing to co-operate in a huge 1990s securities fraud case that involved widespread corruption on Wall Street and in the corporate banking world, including mob infiltration."
Wanted,https://imsdb.com/Movie Scripts/Wanted Script.html,"From Emmy Award winners Dick Wolf and Rene Balcer and the team behind FBI and the ""Law and Order"" brand, FBI: MOST WANTED is a high-stakes drama that focuses on the Fugitive Task Force, an elite unit that relentlessly pursues and captures the notorious criminals on the Bureau's Most Wanted list. Led by Supervisory Special Agent Jess LaCroix, an expert tracker and profiler with a complicated past, the team includes: Special Agent Sheryll Barnes, a former NYPD detective and forensics expert who is raising one child with her wife with another on the way; Special Agent Hana Gibson, a gifted millennial computer whiz with a sharp wit and mad hacking skills; and Special Agent Kenny Crosby, a young Army vet and brash Oklahoma farm boy who specializes in weapons and tactics; Special Agent Ivan Ortiz, a transplant from Los Angeles with a street cop's instincts and a gift for undercover work; and their newest member, Special Agent Kristin Gaines, a Navy veteran who became a star in the FBI's Miami Field Office as a result of her dogged pursuit of cold cases. Always in the field and always on the run, FBI: MOST WANTED is a weekly adrenaline shot about the thrill of the chase.—CBS"
War for the Planet of the Apes,https://imsdb.com/Movie Scripts/War for the Planet of the Apes Script.html,"Two years after the misanthropic bonobo Koba attacked the human survivors in San Francisco, Caesar and his tribe of intelligent apes have been forced against a rogue U.S. military faction known as Alpha-Omega led by a ruthless colonel. Alpha-Omega employs other apes formerly loyal to Koba, derogatorily called ""donkeys"". An Alpha-Omega platoon launches an attack on an ape outpost, but it fails and four soldiers, including one named Preacher and a ""donkey"" gorilla named Red, are captured. Caesar releases the soldiers, hoping the display of mercy will show the Colonel that the apes are not savages; Red escapes by injuring the albino gorilla Winter. Later, Caesar's eldest son Blue Eyes and lieutenant Rocket return from a long journey. Blue Eyes reports that they found a place across the desert that is ideal for the apes. Despite an uneasy Winter asserting that the apes should leave immediately, Caesar decides they need to prepare first. That night, the Colonel leads a team of soldiers in infiltrating the apes' home, killing Blue Eyes and Caesar's wife Cornelia; Caesar unsuccessfully attempts to prevent the Colonel's escape. Afterward, the apes are unable to find Winter, who they believe betrayed them out of fear."
War Horse,https://imsdb.com/Movie Scripts/War Horse Script.html,"Down to his last penny, Ted Narracott, a former Second Boer War veteran and now a farmer in Devon, England, outbids his cruel landlord, Mr Lyons, at an auction and buys a thoroughbred colt. As his son, Albert, forms a close bond with Joey, the family's beautiful, graceful, and muscular male horse with the shiny coat, World War I breaks out, and the noble beast changes hands. Now, from the harsh mountainous landscapes of Devon, and the battle-scarred fields of the no man's land near the River Somme, brave Albert embarks on a peril-laden adventure across war-torn northern France, bent on finding his beloved Joey. Will Albert ever reunite with Joey, the fearless warhorse?—Nick Riganas"
War of the Worlds,https://imsdb.com/Movie Scripts/War of the Worlds Script.html,
Warm Springs,https://imsdb.com/Movie Scripts/Warm Springs Script.html,"Following an early and promising political career, Franklin D. Roosevelt (Sir Kenneth Branagh) is stricken with polio in 1921 at thirty-nine years of age. This movie follows his struggle with his paralysis, the refuge he took in an obscure and rundown Warm Springs, Georgia health spa, and the family pressure to return to public life and politics. Perhaps the most significant battle he fought with the stigma of paralysis was not in the eyes of others, but in his own mind.—RosalindLJ"
Warrior,https://imsdb.com/Movie Scripts/Warrior Script.html,"San Francisco, 1880s. Large numbers of Chinese migrants are arriving in the US, largely to fill the labour needs of the burgeoning western states. This is resulting in hostility between white, largely Irish, workers and the Chinese migrants. One such migrant is Ah Sahm, a highly skilled fighter. His skill set quickly gets him a job with the largest Chinese criminal gang in San Franciso. However, he didn't come to America for a job - he's looking for a particular woman. His searching for her leads him down a dangerous path.—grantss"
Watchmen,https://imsdb.com/Movie Scripts/Watchmen Script.html,"It's 1985 in an alternate reality. The Watchmen - comprised of the Comedian, Dr. Manhattan, Nite Owl II, Ozymandias, Rorschach and Silk Spectre II - are a disparate band of masked superheroes, modeled after the Minutemen, who were masked superheroes of a generation earlier, most of who are dead or afflicted by the ravages of life. The Comedian belongs to both groups. Despite the activities of the Watchmen leading to the west winning the Vietnam War which in turn has kept Richard Nixon in the White House, Nixon has now outlawed masks, resulting in the Watchmen disbanding and going into retirement, most hiding their Watchmen past under their human identities. However, the Comedian, in his human persona of Eddie Blake, and Dr. Manhattan - former physicist Jon Osterman who obtained his superhero powers through a scientific accident which almost killed him - now work for the government. Dr. Manhattan's powers in particular have kept a watch over nuclear proliferation, as he is able to stop any nuclear attack. Regardless, the Cold War is at its height with recent Soviet posturing regarding nuclear bomb buildup. In her human persona of Laurie Jupiter, Silk Spectre II is Dr. Manhattan's assistant and lover, as much as they can be in Dr. Manhattan's now non-human state. Meanwhile, Ozymandias has come out to the world as wealthy genius Adrian Veidt, capitalizing on his Ozymandias identity to better the world, and Rorschach continues to work as a vigilante, although one wanted by the law despite he the reason that many criminals are behind bars. When Blake is murdered, Rorschach, as the only one still on the streets, believes the murderer is out to kill all the Watchmen, despite any number of people wanting to kill the Comedian for being a misogynist. Evidence points to it perhaps having something to do with an imminent attempt of nuclear annihilation. Rorschach has to convince his colleagues, who he has not seen since their superhero days, of the validity of his theory for them to come out of retirement, which is no easy task. If they do, which will require them to overcome external forces which seem to be conspiring against them, they will have to discover both who killed the Comedian and why before they befall the same fate as him and/or before the mastermind is able to exact his larger grand plan.—Huggo"
Water for Elephants,https://imsdb.com/Movie Scripts/Water for Elephants Script.html,"After seeing a photograph of the Benzini Bros. Circus circa 1931 among the possessions of Charlie O'Brien III, the owner/operator of the Circus Vargas, elderly Jacob Jankowski recounts to him the time he spent with Benzini Bros. that year. Because of a sudden change to his family and financial circumstance, Jacob, then twenty-three, was forced to give up everything he knew, including his home, his almost completed Cornell education in veterinary science, and what he had mapped out as his future. Hitting the road with no idea where he would end up, he stumbled across Benzini Bros. by accident, it being owned and operated at that time by August Rosenbluth. August, who was also the head animal trainer, treated people the way he trained his animals, with fear, intimidation and when need be violence and sometimes even death. Jacob started out doing the lowest of the menial work, but graduated to become the circus' vet, based on August's assumption that Jacob graduated. Regardless, August was happy to have him in the position, as Benzini Bros.'s main rival, Ringling Bros., had no such position on staff. Through many extreme ups and even more and severely extreme downs, Jacob became a trusted part of August's circus family. August acquired an aged elephant named Rosie in order for the circus to have a star attraction, which he hoped would get him out of his then financial hole. Jacob would be Rosie's trainer, and Marlena Rosenbluth, the circus' headlining horse trick rider and August's young wife, would be the performer with Rosie. Both Jacob and Marlena formed a bond with Rosie, in large part because of August's ill treatment of her. Although Jacob was immediately attracted to Marlena on first sight, they fell in love through their work together on the act with Rosie, but also had growing disdain for August and his violent ways. Their romantic triangle would not only threaten Jacob and Marlena's lives, but also the livelihood of the circus.—Huggo"
"Way Back, The","https://imsdb.com/Movie Scripts/Way Back, The Script.html","Fourteen year old Duncan's young teenaged life is not going well, with his parents long having been divorced, he living with his caterer mother, Pam. He is generally withdrawn partly because of not having positive adult role models. Pam has been dating car salesman Trent for close to a year, he who Duncan doesn't much like as boorish and condescending, especially toward him. Rather than spend the time with his father - which he would rather be a permanent situation regardless in light of Trent - Duncan is forced to accompany Pam, Trent and Trent's cliquey teenaged daughter Steph on their regular summer-long vacation to Trent's beach-front house, where they will hang out with other summertime regulars of the area: divorced Betty, a loud woman, and her two children, equally cliquey teenaged Susanna, and nerdish preteen Peter who has a lazy eye; and married couple Kip and Joan. With no obvious people he wants to associate with among this bunch, Duncan, in exploring, finds his way to the Water Wizz water park. There, he befriends the park staff, primarily taken under the wing of the park's manager, Owen, a slacker with a happy-go-lucky attitude toward life. In addition to getting beyond first impressions to find others who are kindred souls in one way or another, Duncan, in his friendships at Water Wizz, has a chance to blossom this summer at least to face the challenges he has in his life head on, instead of cowering in the corner as he has done of late.—Huggo"
We Own the Night,https://imsdb.com/Movie Scripts/We Own the Night Script.html,"Brooklyn, 1988. Crime is rife, especially drugs and drug violence. A Russian thug is building his heroin trade, while everyone laughs at the cops. Brothers have chosen different paths: Joe has followed his father Bert into New York's Finest; he's a rising star. Bobby, who uses his mother's maiden name, manages a club. Bobby too is on the rise: he has a new girlfriend and a green-light to develop a Manhattan club. Joe and Bert ask him to help with intelligence gathering; he declines. Then, Joe raids Bobby's club to arrest the Russian. From there, things spiral out of control: the Russian puts out a hit on Joe, personal losses mount, and Bobby's loyalties face the test.—<jhailey@hotmail.com>"
What About Bob?,https://imsdb.com/Movie Scripts/What About Bob%3f Script.html,"Dr. Leo Marvin, an egotistical psychotherapist in New York City, is looking forward to his upcoming appearance on a ""Good Morning America"" telecast, during which he plans to brag about ""Baby Steps,"" his new book about emotional disorder theories in which he details his philosophy of treating patients and their phobias. Meanwhile, Bob Wiley is a recluse who is so afraid to leave his own apartment that he has to talk himself out the door. When he is pawned off on Leo by a psychotherapist colleague, he becomes attached to him. Leo finds Bob extremely annoying. When Leo accompanies his wife, Faye, his daughter, Anna, and his son, Sigmund, to a peaceful New Hampshire lakeside cottage for a month-long vacation, he thinks he's been freed from Bob. Leo expects to mesmerize his family with his prowess as a brilliant husband and remarkable father who knows all there is to know about instructing Faye and raising Anna and Sigmund. But Bob isn't going to let him enjoy a quiet summer by the lake. By cleverly tricking the telephone operator at Leo's exchange, Bob discovers the whereabouts of him and his family. Despite his phobia about traveling alone, Bob somehow manages to talk himself onto a bus, and he arrives in New Hampshire. Leo's vacation comes to a screeching halt the moment he sees him. With his witty personality, his ability to manipulate people, and his good sense of humor, he quickly becomes an annoyance to Leo, but not to Faye, Anna, and Sigmund, because they think he is fun while Leo is dull. Fearing that he's losing his family to him, Leo frantically tries to find a way to make him go back to New York City, and it's not as easy as he had hoped. He finds himself stepping outside the law to try to get Bob to stay away from Faye, Anna, and Sigmund--he slowly goes berserk, and makes plans to kill Bob.—Todd Baldridge"
What Lies Beneath,https://imsdb.com/Movie Scripts/What Lies Beneath Script.html,"Norman Spencer, a university research scientist, is growing more and more concerned about his wife, Claire, a retired concert cellist who a year ago was involved in a serious auto accident, and who has just sent off her daughter Caitlin (Norman's stepdaughter) to college. Now, Claire reports hearing voices and witnessing eerie occurrences in and around their lakeside Vermont home, including seeing the face of a young woman reflected in water. An increasingly frightened Claire thinks the phenomena have something to do with the couple living next door, especially since the wife has disappeared without apparent explanation. At her husband's urging, Claire starts to see a therapist; she tells him she thinks the house is being haunted by a ghost. His advice? Try to make contact. Enlisting the help of her best friend, Jody, and a ouija board, Claire seeks to find out the truth of What Lies Beneath.—Eugene Kim <genekim@concentric.net>"
When a Stranger Calls,https://imsdb.com/Movie Scripts/When a Stranger Calls Script.html,"Jill Johnson is a normal teenager. She has a boyfriend, she's a freshman in high school, a runner...But when she goes over her cell phone bill by 800 minutes her parents make her pay it off by baby sitting. She's driven to the Mandrakis' house, a rich family with 2 kids who are already asleep. but when the parents leave Jill starts getting weird calls. Sometimes the caller doesn't say anything, but when the ominous voice asks ""have you checked the children?"" Jill checks on them and returns only to have the caller phone again knowing she had gone upstairs. Jill freaks out and phones the police. They say they will trace the call if she can keep him on the line for more then a minute. But what the police tell her when she succeeds will turn a routine baby-sitting gig into a 16- year-old's worst nightmare. And now she has to fight for her-and the kids'- lives in a struggle for survival.—Jessica Garland"
When Harry Met Sally,https://imsdb.com/Movie Scripts/When Harry Met Sally Script.html,"Rob Reiner's romantic comedy When Harry Met Sally stars Billy Crystal and Meg Ryan as the title pair. The film opens with the two strangers, both newly graduated from the University of Chicago, share a car trip from Chicago to New York, where they are both going to make their way. During the trip, they discuss aspects of their characters and their lives, eventually deciding it is impossible for men and women to be ""just friends."" They arrive in New York and go their separate ways. They meet a few years later on an airplane and Harry reveals he is married. They meet again at a bookstore a few years after that where Harry reveals he is now divorced. From that point on, the two form a friendship. Eventually their closeness results in their respective best friends (played by Carrie Fisher and Bruno Kirby) meeting and falling in love with each other. At a New Year's Eve party Harry and Sally confront the complex tangle of emotions they feel for each other."
While She Was Out,https://imsdb.com/Movie Scripts/While She Was Out Script.html,"Della Myers is an overwhelmed upper-middle-class housewife who lives in a large house in the suburbs with her twin children and her abusive husband, Kenneth. Kenneth lets Della know that he thinks she gives all her attention to the twins and neglects her house and her appearance. Late on Christmas Eve, Della drives to the local mall to buy gift-wrap. While searching for a parking space in the jam-packed lot, Della notices an old car taking up two spaces. Frustrated and annoyed, she decides to leave a paper message on the windshield of the old car, writing, ""Hey, Jerk. Two parking spaces. How selfish can you be?"" After the mall closes, Della's car is held by the driver of the old car and she is threatened by four punks -- Chuckie, Huey, Vingh, and Tomás. When the security guard of the mall attempts to protect Della, he is shot and killed by Chuckie. Della tries to escape from the criminals in her truck, but the gang chases her. In the chase, she crashes in a nearby forest. What unfolds in the woods is Della's lone fight for survival against a band of angry young men who would like nothing more than to see her dead.—Claudio Carvalho, Rio de Janeiro, Brazil; Edited and revised for clarity by JKS, United States"
"Whistleblower, The","https://imsdb.com/Movie Scripts/Whistleblower, The Script.html","In 1999, in Nebraska, the police officer Kathryn Bolkovac sees the chance to raise money to be close to her teenage daughter, who lives with her father in another state, with the temporary assignment serving as U.N. peacemaker in Bosnia. The idealistic Kathryn believes that she can make the difference in a country devastated by the war, and she works hard and is promoted to director of her department. But soon she discloses a corruption and human trafficking ring with the direct participation of contractors and diplomats that have diplomatic immunity and she does not know who is reliable.—Claudio Carvalho, Rio de Janeiro, Brazil"
White Christmas,https://imsdb.com/Movie Scripts/White Christmas Script.html,"Wallace & Davis - Bob and Phil respectively - is a famed Broadway act. When Bob and Phil met while in the same platoon under the command of tough on the surface but kindly underneath Major General Thomas F. Waverly in WWII, Bob was already a famous solo act, but Phil, who saved Bob's life, used that to convince Bob to add him, then an unknown, to his act. Bob is all work, knowing that dating showgirls is not the means to a lasting romantic life, while Phil wants Bob to lighten up if only to get Bob out of his constant hair. On their travels just before Christmas, they meet The Haynes Sisters - Betty and Judy - an up and coming club act, and sisters of another of their platoon mates. Betty is the mother hen, while Judy does whatever she needs to for them to gain a little edge in the business. Bob attracted to Betty and Phil attracted to Judy, Bob and Phil decide to follow Betty and Judy to the Columbia Inn in Pinetree, Vermont, a ski resort where the sisters are performing for the holidays, rather than their original plan to head back to New York to rehearse their latest show. Unknown to Bob and Phil, the Columbia Inn is owned by a now retired General Waverly, who sunk his life savings into the Inn. He risks losing it all because in America's winter wonderland, there is currently no snow and thus no paying guests. To help the General for all he did for them while in the army, Bob and Phil decide at great expense to themselves to bring their entire show from New York to the Inn, which they believe will bring in the guests regardless of the lack of snow. Adding Betty and Judy to the show, Bob and Phil start to seriously fall for the two sisters. But a happy ending for Bob and Betty is threatened by a misunderstanding, which is further complicated by meddling Phil and Judy, who just want to see their partner and sister respectively in a happily ever after.—Huggo"
White Jazz,https://imsdb.com/Movie Scripts/White Jazz Script.html,
"White Ribbon, The","https://imsdb.com/Movie Scripts/White Ribbon, The Script.html","From July 1913 to the outbreak of World War I, a series of incidents takes place in a German village: A horse trips on a wire and throws the rider; a woman falls to her death through rotted planks; the local baron's son is hung upside down in a mill; parents slap and bully their children; a man is cruel to his long-suffering lover; another sexually abuses his daughter. People disappear. A callow teacher who courts a nanny in the baron's household narrates the story and tries to investigate the connections among these accidents and crimes. What is foreshadowed? Are the children holy innocents? God may be in His heaven, but all is not right with the world; the center cannot hold.—<jhailey@hotmail.com>"
White Squall,https://imsdb.com/Movie Scripts/White Squall Script.html,"""White Squall"" is the true story of a ship school called the ""Albatross."" The school is run by the captain, Christopher ""Skipper"" Sheldon and his wife, Dr. Alice Sheldon. In the year of 1960, the couple took aboard eight teenage boys from around the country for eight months of learning how to sail, be a crew, and respect one another. the crew goes through hard times and more laid-back times, but they must come together when a freak storm gets them in trouble in the middle of the ocean.—Jennifer Marsh <73677.235@compuserve.com>"
Whiteout,https://imsdb.com/Movie Scripts/Whiteout Script.html,"US Marshal Carrie Stetko has been stationed at the Amundsen-Scott Base in Antarctica for two years, and will quit the Marshal service and head home to Miami in a few days. She originally took the job as something mindless to escape a professional situation which made her question her on-the-job judgment. Her plans change when a dead body is found on the ice outside. Upon investigation by the base physician ""Doc"" John Fury, the dead man was found to be murdered. The dead man is Anton Weiss, one of a crew of three geologists stationed at a nearby base, they who were searching for meteorites. Although it means staying at the base for at least another six months due to an on-coming storm and impending winter, Carrie decides to stay to complete the investigation of the case. Much to her chagrin, the United Nations sends a special envoy, Robert Pryce, to investigate as well, he states because it is the first ever murder in Antarctica which in and of itself warrants special attention, although there are ulterior motives to his participation which he does not initially divulge. Carrie and Robert's first mission is to find the other two geologists who probably know what is going on. But they also have to be mindful that the murderer is still on the loose, he or she by his or her very presence who endangers the lives of all those on the confined base. If they do discover the entire truth, they will find that the motive to the murderer goes deeper than it appears on the surface.—Huggo"
Who Framed Roger Rabbit?,https://imsdb.com/Movie Scripts/Who Framed Roger Rabbit%3f Script.html,"It is 1940's Los Angeles. In a world were Humans and Cartoons co-exist. A famous toon known as Roger Rabbit has life easy, until he discovers that his wife, Jessica Rabbit is having fun with the head of Maroon Cartoons, then things take a turn for the worse for Roger as he is know accused of murdering Mr. Maroon. Roger turns to a down and out detective named Eddie Valiant, who has a vendetta for toons. He helps Roger (against his own will), escape from an uncompromising Judge Doom, and even try to clear Roger's name, in order to do this, he must travel all over L.A. and even into Toontown.—John Wiggins"
Who's Your Daddy,https://imsdb.com/Movie Scripts/Who's Your Daddy Script.html,"Nice, nerdy Xenia, Ohio senior high school reporter Chris Hughes (18), paperboy and cool quarterback Hudson Reed's cool pack's punching-ball, can't even get girls to attend a free booze-party. When Chris's biological parents, publisher Peter Mack and nude model Honey, die, he inherits a horny teenager's wet dream: Heaven magazine porn empire, a huge Hollywood 'play heaven' villa and $87,000,000 cash, which instantly makes him Mr. Popularity. However his uncle Duncan 'Duncay' Mack plots with lawyer Michael Hunt, the trust administrator, to cover up their embezzlement and steal the firm while the naive heir parties and barely attends school.—KGF Vissers"
Wild At Heart,https://imsdb.com/Movie Scripts/Wild At Heart Script.html,"Knowing that the greedy hands of Sailor--the worthless, snakeskin-clad lover of her young daughter Lula--are all over her lithe body, Lula's hysterical and domineering mother, Marietta, sends a pitiless assassin to wipe him out. Instead, after serving 22 months and 18 days in jail, the raven-haired, number-one fan of legendary Elvis Presley reunites with rebellious 20-year-old Lula. And as Sailor breaks his probation, off they go on the adventure of a lifetime in a black 1965 Ford Thunderbird convertible. Now, the endless, gasoline-scented stretches of road become a living canvas of impatient passion, fateful encounters, crafty double-crosses, and unbridled violence. However, sleazy and murderous characters are hell-bent on putting an end to the ardent, lovers-on-the-run romance. The long road to redemption is treacherous, and the fugitives of love are running out of money faster than expected. Can there be salvation when you are wild at heart?—Nick Riganas"
"Wild Bunch, The","https://imsdb.com/Movie Scripts/Wild Bunch, The Script.html","In the waning days of the wild Old West and on the eve of World War I--after a botched attempt to rob a railroad office in broad daylight--the ageing outlaw, Pike Bishop, and his renegade gang of five equally dangerous criminals head to Mexico. With Bishop's former friend, Deke Thornton, and his posse of mercenaries hot on their trail, Pike and his men decide to do one daring last job: hijack a U.S. ammunition train to supply the megalomaniac General Mapache's revolutionary army. However, before long, this uneasy alliance will pave the way for a suicidal showdown, as loyalties are put to the test. Is there a future for Pike's Wild Bunch?—Nick Riganas"
Wild Hogs,https://imsdb.com/Movie Scripts/Wild Hogs Script.html,"In Cincinnati, the dentist Doug Madsen is in crisis, bored with his middle-class life and missing his reckless youth when he was known as the Golden Biker. The aspirant writer Bobby Davis feels pressed by his wife and hates his job. The shy geek computer analyst Dudley Frank is unsuccessful with women. The wealthy Woody Stevens is married with a top-model. Together, the four middle-aged friends in their motorcycles self-call the ""Wild Hogs"". When Woody loses his wife and is completely broken, he invites his friends to take a road trip to the Pacific, in a quest for freedom. After many incidents, they stop for a beer in a bar owned by the dangerous biker gang ""Del Fuegos"". Their tough leader Jack steals Dudley's motorcycle, and Woody decides to recover the bike back. Woody cuts the fuel pipes of the bikes and provokes an accident, exploding their bar, but he does not tell the truth to his friends. When they stop in the small town of Madrid without gas, Dudley falls in love for the waitress and owner of the local bar Maggie. However, the ""Del Fuegos"" traps them in the town and the ""Wild Hogs"" have to take an attitude.—Claudio Carvalho, Rio de Janeiro, Brazil"
Wild Things,https://imsdb.com/Movie Scripts/Wild Things Script.html,"Having recently been named educator of the year, Sam Lombardo is the well-liked guidance counselor and sailing instructor at Blue Bay High School on the Florida coast just outside Miami. The student body of the school is largely comprised of the offspring of the country club set, and while he helps any student he can, he especially tries to mentor those who are disadvantaged, such as Jimmy Leach who would not have been able to afford being in the sailing program otherwise, and tough Suzie Toller, a proverbial swamp girl who he's helped through a few scrapes with the law in the absence of any parents, Suzie living with her streetwise grandmother Ruby at an alligator sideshow zoo. Although not socioeconomically part of that country club set himself, he nonetheless has ingratiated himself within it, he having slept with a good number of the country club maidens, he currently settled into a relationship with Barbara Baxter, the well-off daughter of high powered lawyer Tom Baxter. Sam's world comes crashing down around him when student Kelly Van Ryan, who has made it quite clear to her classmates she is sexually attracted to him and who is the daughter of one of his former bed mates, sexually provocative widow and socially powerful Sandra Van Ryan, accuses him of raping her. Already in trouble in that no one can fight and win against the Van Ryans in Blue Bay, Sam, whose career is ruined regardless of his guilt or innocence in never being able to recover from such accusations, gets into even more problems when Suzie quickly thereafter comes forward also accusing him of previously raping her, her story similar to Kelly's. The likelihood of Kelly and Suzie colluding together to manufacture similar stories is remote as it is well known that they have always detested each other. Having now become persona non grata among that country club set, Sam is forced to hire sleazy storefront lawyer Ken Bowden to defend him. Blue Bay Police Detective Ray Duquette of the Sex Crimes Division, he investigating with his partner Gloria Perez, goes against her advice and that of DA Bryce Hunter by delving into sensitive areas in believing that not all associated with the case are as they appear on the surface.—Huggo"
Wild Things: Diamonds in the Rough,https://imsdb.com/Movie Scripts/Wild Things: Diamonds in the Rough Script.html,"In Blue Bay, South Florida, Marie Clifton, stepdaughter of billionaire Jay Clifton is angry when Jay refuses to give her a pair of $4 million diamonds that she has been inherited by her recently deceased mother. That is until, police detective Michael Morrison arrests Jay when he has been accused of raping troubled bad girl Elena Sandoval who is on probation. But Detective Morrison and Elena's probation officer Kristin Richards investigating the case become suspicious and suspects a conspiracy behind the rape case. Where they suspect Marie and Elena, helped by their lover, Dr. Chad Johnson have both set up Jay and plot to steal the diamonds and they set out to foil their scheme.—Daniel Williamson"
Wild Wild West,https://imsdb.com/Movie Scripts/Wild Wild West Script.html,"One day in the wild, wild west, a famous scientist is found dead. Or better: Decapitated by a devilish device, as it seems. Special Agent Artemus Gordon, quite inventive himself, finds out about the man's last sight and is forced to team up with James West, a man who relys on nothing but his gun. They first suspect General ""Bloodbath"" McGrath to be responsible for the killing, but as he's not bright enough to invent the flying decapitation device himself, a more evil mastermind behind the scenery is soon proven to exist. Dr. Arliss Loveless, who, by the way, has kidnapped the nation's best scientists, seems to plan on taking a major part of the country as his personal property. But Dr. Loveless did not spend enough thoughts about possible intervention from two men, who may get a little distracted by the sudden appearance of beautiful Rita Escobar, daughter to one of the abducted scientists.—Julian Reischl <julianreischl@mac.com>"
